format_name,codes
CCHS_DIAE03FM,1=YES; 2=NO; 3=NO FEET; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DIAE07FM,1=LESS 1 MONTH; 2=1 MO.TO 3 = 1 TO 4 = 2 OR MORE YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DIQC01FM,1=NEVER; 2=ONCE A WHILE; 3=FAIRLY OFTEN; 4=VERY OFTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DISB10DK,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DISB10K,1=MORE OFTEN; 2=LESS OFTEN; 3=ABOUT SAME; 4=NEVER HAD ANY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DISBDK,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DOLL22FM,0=NONE; 999996=NOT APPLICABLE; 999997=DON'T KNOW; 999998=REFUSAL; 999999=NOT STATED
CCHS_DOLL5FM,0=NONE; 99996=NOT APPLICABLE; 99997=DON'T KNOW; 99998=REFUSAL; 99999=NOT STATED
CCHS_DOLL6FM,0=NONE; 999996=NOT APPLICABLE; 999997=DON'T KNOW; 999998=REFUSAL; 999999=NOT STATED; 9999996=NOT APPLICABLE; 9999997=DON'T KNOW; 9999998=REFUSAL; 9999999=NOT STATED
CCHS_DPS_DPP,0=0.00; 0.05=0.05; 0.25=0.25; 0.5=0.50; 0.8=0.80; 0.9=0.90; 9.96=NOT APPLICABLE; 9.97=DON'T KNOW; 9.98=REFUSAL; 9.99=NOT STATED
CCHS_DRUGDFM,99999995=NOT AVAILABLE; 99999996=NOT APPLICABLE; 99999997=DON'T KNOW; 99999998=REFUSAL; 99999999=NOT STATED
CCHS_DRV09FM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT TAKE TAXIS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DRV8AFM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT RIDE/FRONT S; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DRV8BFM,1=ALWAYS; 2=MOST OF THE TIME; 3=RARELY; 4=NEVER; 5=NOT RIDE/BACK S; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DRVC05FM,1=MUCH FASTER; 2=A LITTLE FASTER; 3=ABOUT THE SAME; 4=A LITTLE SLOWER; 5=MUCH SLOWER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DRVC06FM,1=MUCH MORE; 2=A LITTLE MORE; 3=ABOUT THE SAME; 4=A LITTLE LESS; 5=MUCH LESS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DRVCDSBU,1=ALW. FAST.S/BELT; 2=NOT ALW. FASTEN; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DS2Q01FM,1=EVERY DAY; 2=FEW TIME A WEEK; 3=ONCE/WEEK; 4=5 = NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DSUCDCON,1=NON-USER - 4 WKS; 2=LESS ONCE A WEEK; 3=1 TO 2 DAYS/WEEK; 4=3 TO 4 DAYS/WEEK; 5=5 TO 6 DAYS/WEEK; 6=7 DAYS/WEEK; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DURBDPER,0=LESS THAN 0.005; 999.96=NOT APPLICABLE; 999.97=DON'T KNOW; 999.98=REFUSAL; 999.99=NOT STATED
CCHS_DURINGFM,1=2 = 2 TO 6 MONTHS; 3=7 TO 12 MONTHS; 4=&gt; 1 YEAR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DV61FM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 4 TO 6 = 5 YEARS OR MORE; 7=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_DVCMA6FM,0=NO CMA ASSIGNED; 1=ST. JOHN'S; 205=HALIFAX; 305=MONCTON; 310=SAINT JOHN; 408=SAGUENAY; 421=QUEBEC; 433=SHERBROOKE; 442=TROIS-RIVIÈRES; 462=MONTRÉAL
CCHS_DVDCMA,0=NO CMA ASSIGNED; 1=ST. JOHN'S; 205=HALIFAX; 310=SAINT JOHN; 408=SAGUENAY; 421=QUEBEC; 433=SHERBROOKE; 442=TROIS-RIVIÈRES; 462=MONTRÉAL; 505=OTTAWA-GATINEAU
CCHS_DVED3FM,1=2 = SECONDARY GRAD.; 3=OTHER POST-SEC.; 4=POST-SEC. GRAD.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_EDC2FM,1=FULL-TIME; 2=PART-TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_EDGRADE,1=GRADE 8 OR LOWER; 2=GR 9-10; 3=GR 11-13; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_EDUDEGRE,1=NO POST-SECOND.; 2=TRADES DIPLOMA; 3=DIPLOMA- COLLEGE; 4=CERT. 5 = BACH DEGREE; 6=UNIV. DEG &gt; BACH; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_EDUGRADE,1=GRADE 8 OR LOWER; 2=GRADE 9-10; 3=GRADE 11-13; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_EDU_10DR,1=GRADE 8 OR LOWER; 10=UNI. CERT &gt; BACH; 2=GRADE 9-10; 3=GRADE 11-13; 4=SECOND/POST SEC.; 5=SOME POST-SEC.; 6=TRADE CERT./DIP; 7=COLL. CERT./DIP; 8=UNI. CERT 9 = BACHELOR'S DEG.
CCHS_EPIS3NU,901=MORE REMEMBER; 996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_EPIS3NUM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_EPIS4NUM,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_EPIS5NUM,99996=NOT APPLICABLE; 99997=DON'T KNOW; 99998=REFUSAL; 99999=NOT STATED
CCHS_EPISFM,91=MORE REMEMBER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_EPISNU,50=MORE REMEMBER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_ETABDIND,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_ETA_6FM,1=ALWAYS; 2=USUALLY; 3=OFTEN; 4=SOMETIMES; 5=RARELY; 6=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_EXM03AFM,1=2 = 1 TO 3 = 6 MONTH - 4 = &gt;= 1 YR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_EYX142FM,1=LESS THAN 1 YEAR; 2=1 TO 3 = 2 TO 4 = 3 OR MORE YEARS; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FALCBPFM,110=TRIPPED IN HOME; 120=TRIPPED OUT HOME; 130=TRIPPED OUTDOOR; 210=FELL EX IN HOME; 220=FELL EX OUT HOME; 230=FELL EX OUTDOORS; 310=FELL &gt;1M IN HOME; 320=FELL &gt;1M IN HOME; 330=FELL &gt;1M OUTDOOR; 410=FELL FURN IN HOM
CCHS_FALFOFFM,0=NOT WOR ABT FALL; 1=WOR FALL N ST AC; 2=WOR FALL STP ACT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FALQ03FM,1=NO SERIOUS INJ.; 10=HEAD INJURY; 2=SPRAIN /STRAIN; 3=BRUISES; 4=CUTS; 5=DISCOMFORT; 6=FRACTURE OF HIP; 7=FRAC. OF LEG; 8=FRAC./BACK/WRIST; 9=FRAC./BACK/VERT.
CCHS_FALQ05FM,1=LESS 1 MONTH; 2=1 MO.TO3 = 3 TO 4 = 6 OR MORE MTHS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FALQ06FM,"1=TRIPPED, STUMBLE; 2=FELL WHILE EXERC; 3=FELL FROM HEIGHT; 4=FELL FROM FURNI.; 5=SLIPPED IN BATH.; 6=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED"
CCHS_FALQ07FM,1=INSIDE HOME; 2=OUTSIDE HOME; 3=OUTDOORS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FALSTAFM,0=NO FALL REPORTED; 1=NO SER INJ FALL; 2=INJ REQ MED NO H; 3=INJ REQ MED HOSP; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FDCDNTF,0=CODE NOT USED; 999996=NOT APPLICABLE; 999997=DON'T KNOW; 999998=REFUSAL; 999999=NOT STATED
CCHS_FEARFM,1=NO FEAR; 2=MILD; 3=MODERATE; 4=SEVERE; 5=VERY SEVERE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FIDCDEFM,9999996=NOT APPLICABLE; 9999997=DON'T KNOW; 9999998=REFUSAL; 9999999=NOT STATED
CCHS_FIDDCCC,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_FIDDCNT,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_FIDDFID,0=BASIC FOOD; 1=MAIN RECIPE; 10=INGREDIENT-MAIN; 12=SUB-RECIPE 1; 20=INGREDIENT - 1; 23=SUB-RECIPE 2; 30=INGREDIENT - 2; 34=SUB-RECIPE 3; 40=INGREDIENT - 3; 96=NOT APPLICABLE
CCHS_FIDDLOT,1=RESTAUR. WAITER; 10=FAM./AD. CENTRE; 2=REST. FAST FOOD; 3=BAR - TAVERN; 4=TAKE-OUT; 5=VENDING MACHINE; 6=RESTAUR. NO INFO; 7=CAF. NOT SCHOOL; 8=CAFETERIA SCHOOL; 9=CHILD C. CENTRE
CCHS_FIDDLOTF,1=AT HOME; 10=CHILD C. CENTRE; 2=RESTAUR. WAITER; 3=REST. FAST FOOD; 4=BAR - TAVERN; 5=TAKE-OUT; 6=VENDING MACHINE; 7=RESTAUR. NO INFO; 8=CAF. NOT SCHOOL; 9=CAFETERIA SCHOOL
CCHS_FIDDOCC,1=BREAKFAST; 2=LUNCH (DINNER); 3=SUPPER (DINNER); 4=BRUNCH; 5=SNACK; 6=DRINK; 7=FEEDING (INFANT); 8=EXT.CONSUMPTION; 9=OTHER; 96=NOT APPLICABLE
CCHS_FIDDSEQ,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_FR3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_FRQ020F,1=Always; 2=Most of the time; 3=Rarely; 4=Never; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated
CCHS_FS52F,1=2 = 1 TO 3 = 2 YEARS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FSC81FM,1=ALMOST EVERY MON; 2=SOME MONTHS; 3=ONLY 1 OR 2 MONT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FSCD10FM,1=ALWAYS ENOUGH; 2=ENOUGH-NOT KIND; 3=SOMETIMES NOT; 4=OFTEN NOT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FSCDFM,1=OFTEN TRUE; 2=SOMETIMES TRUE; 3=NEVER TRUE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FSCDHFFM,0=FOOD SECURE; 1=MOD. FOOD INSEC.; 2=SEV. FOOD INSEC.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FSC_DHFS,0=SECURE; 1=WITHOUT HUNGER; 2=W/MOD. HUNGER; 3=W/SEVERE HUNGER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FVC_1A,1=PER DAY; 2=PER WEEK; 3=PER MONTH; 4=PER YEAR; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FVC_DC,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS_FVC_PO,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS_FVC_RDA,1=LESS 5 PER DAY; 2=5 - 10 TIMES/DAY; 3=MORE 10 TIMES/DA; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_FVC_SP,999.6=NOT APPLICABLE; 999.7=DON'T KNOW; 999.8=REFUSAL; 999.9=NOT STATED
CCHS_GAD17_2F,1=NOT AT ALL; 2=A LITTLE; 3=SOME; 4=A LOT; 5=EXTREMELY; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_GAD17_3F,1=NOT AT ALL; 2=A LITTLE; 3=SOME; 4=A LOT; 5=EXTREMELY; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_GAD26_2B,1=BEFORE SCHOOL; 2=BEFORE TEENAGER; 3=ONCE A TEENAGER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_GAD27_2A,1=PAST MONTH; 2=2 TO 6 MONTHS; 3=7 TO 12 MONTHS; 4=MORE 12 MONTHS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_GAD27_4A,1=DAYS; 2=WEEKS; 3=MONTHS; 4=YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD27_6A,1=ENDED; 2=STILL GOING ON; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_04FM,1=OFTEN; 2=SOMETIMES; 3=RARELY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_17F,1=NOT AT ALL; 2=A LITTLE; 3=SOME; 4=A LOT; 5=EXTREMELY; 6=NOT APPLICABLE; 7=DON’T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_17FM,1=NOT AT ALL; 2=A LITTLE; 3=SOME; 4=A LOT; 5=EXTREMELY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_26B,1=BEFORE SCHOOL; 2=BEFORE TEENAGER; 3=ONCE A TEENAGER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_26C,1=BY STRESS; 2=OUT OF THE BLUE; 3=DON'T REMEMBER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_27A,1=PAST MONTH; 2=2 TO 6 MONTHS; 3=MORE 6 MONTHS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_27B,1=DAYS; 2=WEEKS; 3=MONTHS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_27FM,1=PAST MONTH; 2=2 AND 6 MONTHS; 3=7 AND 12 MONTHS; 4=MORE 12 MONTHS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_36A,1=OFTEN; 2=SOMETIMES; 3=OCCASIONALLY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GAD_36AA,1=OFTEN; 2=SOMETIMES; 3=RARELY; 4=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEN02AFM,0=VERY DISSATISFIE; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9
CCHS_GEN_10F,1=VERY STRONG; 2=SOMEWHAT STRONG; 3=SOMEWHAT WEAK; 4=VERY WEAK; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEN_2F,1=MUCH BETTER; 2=SOMEWHAT BETTER; 3=ABOUT THE SAME; 4=SOMEWHAT WORSE; 5=MUCH WORSE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEN_3F,1=2 = 2 TO 3 = 3 TO 4 = 4 TO 5 = 5 TO 6 = 6 TO 7 = 7 TO 8 = 8 TO 9 = 9 TO 10 = 10 TO
CCHS_GEN_4F,1=MOST OF THE TIME; 2=SOMETIMES; 3=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEOB_4HR,1001=NFLD/LABRADOR; 1101=PEI; 1201=ZONE 1 NS; 1202=ZONE 2 NS; 1203=ZONE 3 NS; 1204=ZONE 4 NS; 1205=ZONE 5 NS; 1206=ZONE 6 NS; 1301=NEW BRUNSWICK; 2401=QUEBEC
CCHS_GEODD4HR,1001=NLFLD &amp; LAB.; 4801=ALBERTA; 5901=BRITISH COLUMBIA; 6001=YUKON; 6101=NWT; 6201=NUNAVUT; 9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_GEODPSFM,"1=RURAL AREA; 2=&gt;30,000 PEOPLE; 3=30K TO 99999 PEO; 4=100K TO 499999 P; 5== OR &gt;500K PEOPL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS_GEODUR7F,0=MISSING; 1=URBAN CORE; 2=URBAN FRINGE; 3=RURAL FRINGE; 4=URBAN O/S CMA; 5=RURAL O/S CMA; 6=SECOND/URBAN COR; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEOESHR,240101=LA MATAPÉDIA; 240102=MATANE; 240103=LA MITIS; 240104=RIMOUSKI-NEIGET.; 240105=LES BASQUES; 240106=RIVIÈRE-DU-LOUP; 240107=TÉMISCOUATA; 240108=KAMOURASKA; 240601=PIERREFONDS; 240602=LASALLE/LACHINE
CCHS_GEOE_4HR,1011=EASTERN REGIONAL; 1012=CENTRAL REGIONAL; 1013=WESTERN REGIONAL; 1014=LABRADOR-GRENFEL; 1101=WEST PRINCE; 1102=EAST PRINCE; 1103=QUEENS; 1104=KINGS; 1201=ZONE 1 (DHA 1&amp;2); 1202=ZONE 2 (DHA 3)
CCHS_GEOGPROV,10=NEWFOUNDLAND; 11=PEI; 12=NOVA SCOTIA; 13=NEW BRUNSWICK; 24=QUÉBEC; 35=ONTARIO; 46=MANITOBA; 47=SASKATCHEWAN; 48=ALBERTA; 59=BRITISH COLUMBIA
CCHS_GEOLHIN,3501=ERIE ST. CLAIR; 3502=SOUTH WEST; 3503=WATERLOO; 3504=HAMILTON NIAGARA; 3505=CENTRAL WEST; 3506=MISSISSAUGA; 3507=TORONTO CENTRAL; 3508=CENTRAL; 3509=CENTRAL EAST; 3510=SOUTH EAST
CCHS_GEOPRGFM,1=HR PEER GROUP A; 2=HR PEER GROUP B; 3=HR PEER GROUP C; 4=HR PEER GROUP D; 5=HR PEER GROUP E; 6=HR PEER GROUP F; 7=HR PEER GROUP G; 8=HR PEER GROUP H; 9=HR PEER GROUP I; 96=NOT APPLICABLE
CCHS_GEOSATFM,1=CMA; 2=TRACTED CENSUS A; 3=NON-TRACTED CENS; 4=STRONGLY INFL.; 5=MODERATELY INFL.; 6=WEAKLY INFL.; 7=NOT INFLUENCED; 8=TERRITORIES; 9=NOT STATED
CCHS_GEO_2UR,1=URBAN; 2=RURAL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GEO_5UR,1=URBAN CORE; 2=URBAN FRINGE; 3=RURAL FRINGE; 4=URBAN O/S CMA; 5=RURAL O/S CMA; 6=NOT APPLICABLE; 9=NOT STATED
CCHS_GEO_AB,1=CHINOOK RHA; 10=CAPITAL HA; 2=PALLISER RHA; 3=HEADWATERS RHA; 4=CALGARY RHA; 5=HLTH AUTHORITY 5; 6=D. THOMPSON RHA; 7=EAST CENTRAL HA; 8=WESTVIEW RHA; 9=CROSSROADS RHA
CCHS_GEO_ON,3501=CHAMPLAIN DHC; 3502=QUINTE-KINGS-RID; 3503=DUR-HAL-KAWAR-PR; 3504=TORONTO DHC; 3505=SIMCOE-YORK DHC; 3506=HALTON-PEEL DHC; 3507=WAT-WELL-DUF DHC; 3508=HAM.- WENTWORTH; 3509=NIAGARA DHC; 3510=GRAND RIVER DHC
CCHS_GEO_PE,1=WEST PRINCE; 2=EAST PRINCE; 3=QUEENS; 4=SOUTHERN KINGS; 5=EASTERN KINGS; 6=NOT APPLICABLE
CCHS_GEO_PRG,1=HR PEER GROUP A; 10=HR PEER GROUP J; 2=HR PEER GROUP B; 3=HR PEER GROUP C; 4=HR PEER GROUP D; 5=HR PEER GROUP E; 6=HR PEER GROUP F; 7=HR PEER GROUP G; 8=HR PEER GROUP H; 9=HR PEER GROUP I
CCHS_GEO_SHR,1=JEAN-O./CHÉNIER; 2=JEAN-O./CHÉNIER; 3=HAUTES-LAURENTID; 31=CHARLEVOIX; 32=DE LA J.-CARTIER; 33=HAUTE-VILLE-DES-; 4=ARTHUR-BUIES; 5=PAYS-D'EN-HAUT; 6=TROIS-RIVIÈRES; 7=ARGENTEUIL
CCHS_GHCDHDI,0=POOR; 1=FAIR; 2=GOOD; 3=VERY GOOD; 4=EXCELLENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GHP_26F,1=LESS THAN 1 WEEK; 2=1 TO 2 WEEKS; 3=3 TO 4 WEEKS; 4=5 TO 8 WEEKS; 5=9 TO 6 = 3 TO 6 MONTHS; 7=7 TO 9 MONTHS; 8=10 TO 12 MONTHS; 9=MORE THAN 1 YEAR; 96=NOT APPLICABLE
CCHS_GHP_29F,1=NOT ENOUGH MILK; 10=PARTNER'S ADVICE; 2=INCONVEN/FATIGUE; 3=DIFFICULTY; 4=SORE NIPPLES; 5=ILLNESS; 6=PLANNED TO STOP; 7=WEANED SELF; 8=ADVICE OF DOCTOR; 9=WORK / SCHOOL
CCHS_GHS_12F,1=MORE EXERCISE; 2=LOST WEIGHT; 3=EATING HABITS; 4=SMOKE LESS/STOP; 5=LESS ALCOHOL; 6=MEDICAL TREAT; 7=TOOK VITAMINS; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_GHS_14F,1=MORE EXERCISE; 2=LOSE WEIGHT; 3=EATING HABITS; 4=QUIT SMOKING; 5=TAKE VITAMINS; 6=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_GOOD4FM,1=EXCELLENT; 2=GOOD; 3=FAIR; 4=POOR; 5=NO HEALTH CARE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GOOD5FM,1=EXCELLENT; 2=VERY GOOD; 3=GOOD; 4=FAIR; 5=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_GOODFM,1=EXCELLENT; 2=VERY GOOD; 3=GOOD; 4=FAIR; 5=POOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_H1N165FM,1=THIS YEAR; 2=LAST YEAR; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_HC2COPFM,1=CONS. HEALTH PRO; 2=CONS. HLTH PRO.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_HCC_CONT,1=DOCTOR'S OFFICE; 10=TELEPHO CONSULT; 2=EMERGENCY ROOM; 3=HOSP OUTPAT CLIN; 4=WALK-IN CLINIC; 5=APPOINT CLINIC; 6=COMM HLTH CENTRE; 7=AT WORK; 8=AT SCHOOL; 9=AT HOME
CCHS_HCU11RAN,12=12+ CONSULTATION; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_HCU1A2FM,1=DOCTOR'S OFFICE; 2=COMM HLTH CENTRE; 3=WALK-IN CLINIC; 4=APPOINT CLINIC; 5=TELEPHO H. LINE; 6=EMERGENCY ROOM; 7=HOSP OUTPAT CLIN; 8=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_HCU30RAN,31=31+ CONSULTATION; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_HCUE31FM,1=IN PERSON; 2=VIDEOCONFERENCE; 3=ANOTHER METHOD; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_HCUG01AR,31=31+ NIGHTS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_HCUGCONT,1=DOCTOR'S OFFICE; 2=HOSP EMERG ROOM; 3=HOSP OUTPAT CLIN; 4=WALK-IN CLINIC; 5=APPOINT CLINIC; 6=COMM HLTH CENTRE; 7=WORK/SCHOOL/OTH; 8=AT HOME; 9=TEL CONSULT ONLY; 96=NOT APPLICABLE
CCHS_HMSC4FM,1=EVERY 6 MONTHS; 2=EVERY YEAR; 3=AS NEEDED; 4=NEVER; 5=HARD WIRED; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_HOUR2DFM,96=NOT APPLICABLE; 97=DON’T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_HOUR3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_HOUR5DFM,99996=NOT APPLICABLE; 99997=DON'T KNOW; 99998=REFUSAL; 99999=NOT STATED
CCHS_HRDAY4FM,99.6=NOT APPLICABLE; 99.7=DON’T KNOW; 99.8=REFUSAL; 99.9=NOT STATED
CCHS_HSCDCOG,1=NO PROBLEMS; 2=LITTLE DIFFICUL.; 3=SOME FORGETFUL; 4=FORGET/DIF THINK; 5=VERY FORGETFUL; 6=CAN'T REMEMBER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
