format_name,codes
CCHS2021_ONT_SHARE_M00051F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00052F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00053F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00055F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00056F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00057F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00058F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M00061F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00062F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00064F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00065F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00083F,9999.6=Valid skip; 9999.7=Don't know; 9999.8=Refusal; 9999.9=Not stated
CCHS2021_ONT_SHARE_M00084F,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS2021_ONT_SHARE_M00118F,96=Valid skip; 97=Don't know; 98=Refusal; 99=Not stated
CCHS2021_ONT_SHARE_M00210F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00214F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00220F,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS2021_ONT_SHARE_M00232F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M00647F,999.6=Valid skip; 999.7=Don't know; 999.8=Refusal; 999.9=Not stated
CCHS2021_ONT_SHARE_M02279F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M02294F,96=Valid skip; 97=Don't know; 98=Refusal; 99=Not stated
CCHS2021_ONT_SHARE_M02319F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M02320F,96=Valid skip; 97=Don't know; 98=Refusal; 99=Not stated
CCHS2021_ONT_SHARE_M02333F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M02334F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M02340F,9996=Valid skip; 9997=Don't know; 9998=Refusal; 9999=Not stated
CCHS2021_ONT_SHARE_M02356F,96=Valid skip; 97=Don't know; 98=Refusal; 99=Not stated
CCHS2021_ONT_SHARE_M02362F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_M05945F,996=Valid skip; 997=Don't know; 998=Refusal; 999=Not stated
CCHS2021_ONT_SHARE_SCL007F,1=ALWAYS ENOUGH; 2=ENOUGH-NOT KIND; 3=SOMETIMES NOT; 4=OFTEN NOT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2021_ONT_SHARE_SEX002F,1=MALE; 2=FEMALE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS2021_ONT_SHARE_UOM010F,1=Pounds; 2=Kilograms; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated
CCHS2021_ONT_SHARE_YESN01F,1=Yes; 2=No; 3=NEVER TRUE; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated
CCHS2021_ONT_SHARE_YESN04F,"1=Yes, just once; 2=Yes, more than once; 3=No; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated"
CCHS_A00208F,1=Less than 1 year to 1 year ago; 2=More than 1 year to 2 years ago; 3=More than 2 years to 3 years ago; 4=More than 3 years to 5 years ago; 5=More than 5 years ago; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated
CCHS_A00394F,1=YES; 2=NO; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_A01632F,1=Downhill skiing only; 2=Snowboarding only; 3=Both; 4=Neither; 6=Valid skip; 7=Don't know; 8=Refusal; 9=Not stated
CCHS_ACCQ71FM,1=2 = 1 - 3 = 2 - 4 = 3 OR + YEARS AGO; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADL07AFM,"1=YES; 2=NO; 3=NO, CATH.OR COL.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED"
CCHS_ADL07BFM,1=NEVER OR 2 = 1 / TWICE A WK; 3=3 TIMES/WK OR +; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADLCLSFM,1=NO FUNC IMPAIR; 2=MILD IMPAIRMENT; 3=MOD IMPAIRMENT; 4=SEV IMPAIRMENT; 5=TOTAL IMPAIRMENT; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADLLSTFM,0=NO ADL PROB; 1=MILD ADL PROB; 2=MOD ADL PROB; 3=SEV ADL PROB; 4=TOT ADL PROB; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADLMEAFM,0=ABLE TO PREP MEA; 1=NEEDS HLP MEALS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADLSUMFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_ADM_4HR,1001=ST JOHN'S REGION; 1002=EASTERN REGION; 1003=CENTRAL REGION; 1004=WESTERN REGION; 1005=GRENFELL; 1006=HLTH LAB. CORP.; 1101=URBAN HLTH REG.; 1102=RURAL HLTH REG.; 1103=QUEENS; 1104=KINGS
CCHS_ADM_5HR,10901=ST JOHN'S REGION; 10902=EASTERN REGION; 10903=CENTRAL REGION; 10904=WEST/GREN/LABRAD; 11901=URBAN HLTH REG.; 11902=RURAL HLTH REG.; 12901=ZONE 1; 12902=ZONE 2; 12903=ZONE 3; 12904=ZONE 4
CCHS_ADM_LN2G,1=ENGLISH; 10=KOREAN; 2=FRENCH; 3=ARABIC; 4=CHINESE; 5=CREE; 6=GERMAN; 7=GREEK; 8=HUNGARIAN; 9=ITALIAN
CCHS_ADM_LNG,1=ENGLISH; 10=VIETNAMESE; 2=FRENCH; 3=CHINESE; 4=ITALIAN; 5=PUNJABI; 6=SPANISH; 7=PORTUGUESE; 8=POLISH; 9=GERMAN
CCHS_ADM_SAM,1=AREA FRAME; 2=TELEPHONE FRAME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ADM_STA,70=FULLY COMPLETE; 71=PART. COMPLETE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_AD_DPP,0=0.00; 0.05=0.05; 0.4=0.40; 0.85=0.85; 1=1.00; 9.96=NOT APPLICABLE; 9.97=DON'T KNOW; 9.98=REFUSAL; 9.99=NOT STATED
CCHS_AD_DSF,0=0; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 96=NOT APPLICABLE; 97=DON'T KNOW
CCHS_AD_TIMES,1=ONCE OR TWICE; 2=3 TO 5 TIMES; 3=6 TO 10 TIMES; 4=11 TO 20 TIMES; 5=+ 20 TIMES; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_AGE3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_AGEINMTH,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_AGPBFM,1=YES; 2=NO; 3=DOES NOT APPLY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_AGP_19F,1=ALL THE TIME; 2=MOST OF THE TIME; 3=SOMETIMES; 4=RARELY; 5=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_AGP_19FM,1=ALL THE TIME; 2=MOST OF THE TIME; 3=SOMETIMES; 4=RARELY; 5=NEVER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_AGREEFM,1=STRONGLY AGREE; 2=AGREE; 3=NEITHER NOR; 4=DISAGREE; 5=STRONG DISAGREE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ALC2_2F,1=LESS ONCE MONTH; 2=ONCE A MONTH; 3=2 TO  3 TIMES/MO; 4=ONCE A WEEK; 5=2 TO 3 TIMES/WK; 6=4 TO 6 TIMES/WK; 7=EVERY DAY; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_ALC6_2F,1=2 = ONCE A MONTH; 3=2 TO 3 TIMES/MO; 4=ONCE/WEEK; 5=2 TO 3 TIMES/WK; 6=4 TO 6 TIMES/WK; 7=EVERY DAY; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_ALCDTYP,1=REGULAR DRINKER; 2=OCC. DRINKER; 3=FORMER DRINKER; 4=NEVER DRANK; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_ALC_3F,1=NEVER; 2=LESS ONCE/MONTH; 3=ONCE/MONTH; 4=2-3 TIMES/MONTH; 5=ONCE/WEEK; 6=MORE ONCE/WEEK; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_ALC_NUM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_ALD_UOA,0=NO INTERFERENCE; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9
CCHS_ALLTIMEF,1=ALL OF THE TIME; 2=MOST OF THE TIME; 3=SOME OF THE TIME; 4=LITTLE OF TIME; 5=NONE OF THE TIME; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_AM3_LP,1=ENGLISH; 2=FRENCH; 3=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_BED_NUM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CAG02AFM,1=PERSONAL CARE; 2=MEDICALE CARE; 3=MANAGING CARE; 4=HOUSEWORK; 5=TRANSPORTATION; 6=MEAL PREPARATION; 7=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL
CCHS_CAG03BFM,1=LIVING IN HHOLD; 2=LIVING OUTSIDE; 3=LIVING IN A H.C.; 4=DECEASED; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG06AFM,1=HUSBAND / WIFE; 10=OTHER RELATIVE; 2=COMMON-LAW P.; 3=PARENT; 4=CHILD; 5=SIBLING; 6=GRANDCHILD; 7=FATHER-IN-LAW; 8=SON-IN-LAW; 9=BROTHER-IN-LAW
CCHS_CAG07AFM,1=2 = 6 MTHS 3 = 1 YR 4 = 3 YRS 5 = = &gt;5 YEARS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG07CFM,1=REGULAR BASIS; 2=OCCASIONALLY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG07DFM,1=DAILY; 2=ONCE A WEEK; 3=ONCE A MONTH; 4=&gt;ONCE A MONTH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG07EFM,1=2 = 1 HR 3 = 3 HRS 4 = 5 HRS 5 = 10 HOURS OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG25AFM,1=YES; 2=NO; 3=NEVER ENTER WF; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAGD_PFM,1=REG BASIS DLY; 2=REG BASIS WK; 3=REG BASIS MNTH; 4=REG BASIS LESS; 5=OCC OR RARELY; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAGFAPFM,1=REG BASIS DLY; 2=REG BASIS WK; 3=REG BASIS MNTH; 4=REG BASIS LESS; 5=OCC OR RARELY; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CAGPASFM,1=DID PROV ASSIST; 2=DID NOT P ASSIST; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAGQ02FM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_CAGQ03FM,1=MALE; 2=FEMALE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG_08FM,1=SHORT-TERM HLTH; 2=LONG-TERM HLTH; 3=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CAG_20FM,1=CLOSER TO PERSON; 2=PERSONAL SATISF.; 3=NEEDED BY C. REC; 4=ENJOY PROV. ASS; 5=NO EXP. REWARD.; 6=OTHER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CAG_21FM,1=CREATES STRESS; 10=OTHER; 2=FATIGUE/PHYSICAL; 3=EMOTIONALLY DEM.; 4=NOT ENOUGH TIME; 5=CONF. W.SOC LIFE; 6=FINANCIAL BURDEN; 7=IMPACTS ON FAM.; 8=INTERFERES W. WO; 9=NO DIFFICULTIES
CCHS_CCC17AFM,1=CROHN'S DISEASE; 2=ULCER. COLITIS; 3=IRRITABLE BOWEL; 4=INCONTINENCE; 5=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CCCDCPFM,1=HAS COPD; 2=NOT HAVE COPD; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CCCDNUM,96=NOT APPLICABLE; 99=NOT STATED
CCHS_CCCGTOT,0=NO CHRONIC COND.; 1=1 CHRONIC COND.; 2=2 CHRONIC COND.; 3=3 CHRONIC COND.; 4=4 CHRONIC COND.; 5=5+ CHRONIC COND; 9=NOT STATED
CCHS_CCC_05A,1=RHEUMATOID ARTH; 2=OSTEOARTHRITIS; 3=RHEUMATISM; 4=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CCC_10C,1=2 = 1 TO 3 = 2 TO 4 = 6 MONTH - 5 = &gt;= 1 YR; 6=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CCC_D1A,1=RHEUMATOID ARTH; 2=OSTEOARTHRITIS; 3=OTHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CCS182FM,1=2 = 1 TO 3 = 2 TO 4 = 3 TO 5 = 5 TO 6 = 5 YEARS OR MORE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CGE_02FM,1=2 = 50 3 = 100 4 = &gt; 300; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CIG_NUM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_CIH_2FM,1=MORE EXERCISE; 2=LOST WEIGHT; 3=EATING HABITS; 4=SMOKE LESS/STOP; 5=LESS ALCOHOL; 6=REDUCE STRESS LE; 7=MEDICAL TREAT; 8=TOOK VITAMINS; 9=OTHER; 96=NOT APPLICABLE
CCHS_CLLANGFM,1=ENGLISH; 2=FRENCH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CMHG01L,1=1 CONSULTATION; 10=10 CONSULTATIONS; 2=2 CONSULTATIONS; 3=3 CONSULTATIONS; 4=4 CONSULTATIONS; 5=5 CONSULTATIONS; 6=6 CONSULTATIONS; 7=7 CONSULTATIONS; 8=8 CONSULTATIONS; 9=9 CONSULTATIONS
CCHS_CNFFM,0=UNKNOWN; 1=DAIRY AND EGGS; 2=SPICES AND HERBS; 3=BABYFOODS; 4=FATS AND OILS; 5=POULTRY; 6=SOUP/SAUCE/GRAV.; 7=SAUSAGE/L.MEAT; 8=BREAKFAST CEREAL; 9=FRUITS/FR.JUICES
CCHS_COGDSFFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGDSSFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGFSAFM,1=T-SCORE/0 TO 34; 2=T-SCORE/35 TO 44; 3=T-SCORE/45 TO 54; 4=T-SCORE/55 TO 64; 5=SCORE 65 OR &gt;65; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_COGN14FM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGN19FM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGN23FM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGN27FM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COGNUMFM,6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_COGQ01FM,1=ENGLISH; 2=FRENCH; 3=UNABLE TO COMPL.; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_COGSFSFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_COG_20FM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CON3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_CPAD3FM,1=NEVER; 2=3 = 2 TO 3 HOURS/WK; 4=4 TO 6 HOURS/WK; 5=7 OR MORE HRS/WK; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CPAD7FM,1=DON'T WATCH; 2=&gt; 1 HOUR/DAY; 3=1 TO 2 HOURS/DAY; 4=3 TO 4 HOURS/DAY; 5=5 TO 6 HOURS/DAY; 6=7 OR MORE HRS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPAD8FM,1=DON'T USE; 2=&gt; 1 HOUR/DAY; 3=1 TO 2 HOURS; 4=3 TO 4 HOURS; 5=5 TO 6 HOURS; 6=7 OR MORE HRS; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPADFM,1=NONE (ZERO DAYS); 2=1 DAY; 3=2 TO 3 DAYS; 4=4 OR MORE DAYS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CPAD_HRS,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPG01NFM,1=$ 1 TO $ 50; 2=$ 51 TO $ 100; 3=$ 101 TO $ 250; 4=$ 251 TO $ 500; 5=$ 501 TO $ 1000; 6=&gt; $ 1000; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPGBDACT,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPGBDSEM,95=NOT A GAMBLER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPGBDTYP,1=NON-GAMBLER; 2=NON-PROBLEM GAMB; 3=LOW RISK GAMBLER; 4=MOD RISK GAMBLER; 5=PROBLEM GAMBLER; 95=NOT A GAMBLER; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_CPG_02FM,1=NEVER; 2=SOMETIMES; 3=MOST OF THE TIME; 4=ALMOST ALWAYS; 5=NOT A GAMBLER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CR1RHCFM,1=REC FORMAL H C; 2=DID NOT R FORMAL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CR1TREFM,1=PERSONAL CIRCUM; 2=FEAT OF H C SYS; 3=BOTH; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CR2IARFM,110=DAILY LESS 1 HR; 120=DAILY 1 HR 3 HRS; 130=DAILY 3 HRS 5 HR; 140=DAILY 5 HRS 10 H; 150=DAILY 10 HRS MOR; 210=ONCE WEEK 220 = ONCE WEEK 1-3 HR; 230=ONCE WEEK 3-5 HR; 240=ONCE WEEK 5-10 H; 250=ONCE WEEK 10+
CCHS_CR2Q04FM,1=LIVING IN HHLD; 2=LIV OUTSIDE HHLD; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CR2RHCFM,1=REC INFORMAL CAR; 2=DID NOT R INFORM; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_CR2RMCFM,101=HUSBAND; 102=MALE COMMON LAW; 103=FATHER; 104=SON; 105=BROTHER; 106=GRANDSON; 107=FATHER-IN-LAW; 108=SON-IN-LAW; 109=BROTHER-IN-LAW; 110=MALE OTHER REL
CCHS_CR2THCFM,0=DID NOT REC H C; 1=FORMAL H C ONLY; 2=INFORMAL H C ONL; 3=BOTH INF AND FOR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_D00039F,1=Health Region Peer Group A; 2=Health Region Peer Group B; 3=Health Region Peer Group C; 4=Health Region Peer Group D; 5=Health Region Peer Group E; 6=Health Region Peer Group F; 7=Health Region Peer Group G; 8=Health Region Peer Group H; 9=Health Region Peer Group I; 96=Valid skip
CCHS_DAILYFM,1=DAILY; 2=2 TO 6 TIMES/WK; 3=ONCE A WEEK; 4=2 TO 3 TIMES/MTH; 5=ONCE A MONTH; 6=6 TO 11TIMES/YR; 7=1 TO 5 TIMES/YR; 8=NEVER; 96=NOT APPLICABLE; 97=DON'T KNOW | REFUSAL (12_2002 &amp; 21_2003 only)
CCHS_DAY2DFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DAY3DFM,996=NOT APPLICABLE; 997=DON'T KNOW; 998=REFUSAL; 999=NOT STATED
CCHS_DAY4DFM,9996=NOT APPLICABLE; 9997=DON'T KNOW; 9998=REFUSAL; 9999=NOT STATED
CCHS_DAYFM,96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DEPINTER,0=NO INTERFERENCE; 1=1; 2=2; 3=3; 4=4; 5=5; 6=6; 7=7; 8=8; 9=9
CCHS_DEP_65A,1=AS MUCH AS USUAL; 2=NOT AS MUCH; 3=ONLY A LITTLE; 4=NOT AT ALL; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DEP_DIS,1=MILD; 2=MODERATE; 3=SEVERE; 4=VERY SEVERE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DEP_HOUR,1=LESS ONE HOUR; 2=1 TO 3 HOURS; 3=3 TO 5 HOURS; 4=MORE 5 HOURS; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DGC_1T1F,1=ESTROGEN; 2=PROGESTERONE; 3=BOTH; 4=NEITHER; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DHCDECF,1=UNATTACHED INDIV; 2=SINGLE W OTHERS; 3=COUPLE ALONE; 4=CPL NOCHILD OTH; 5=CPL CHILD6 = CPL CHILD7 = CPL CHILD&gt;24; 8=CPL CHILD&gt;24 OTH; 9=FEM CHILD10 = FEM CHILD
CCHS_DHCDLVG,1=UNATTACHED ALONE; 10=OTHER; 2=UNATTACHED OTHER; 3=W/SPOUSE/PARTNER; 4=PARENT SPOU/CHLD; 5=PARENT W/CHILD; 6=CHILD W/PARENT; 7=CHILD W/PAR&amp;SIB; 8=CHILD W/2 PARENT; 9=CHLD W/2 PAR&amp;SIB
CCHS_DHCGLVG,1=UNATTACHED ALONE; 2=UNATTACHED OTH; 3=SPOUSE / PARTER; 4=PAR SPOUSE CHILD; 5=PARENT CHILD; 6=CHILD PARENT SIB; 7=CHILD 2 PAR SIB; 8=OTHER; 96=NOT APPLICABLE; 99=NOT STATED
CCHS_DHC_MAR,1=NOW MARRIED; 2=COMMON-LAW; 3=WIDOWED; 4=SEPARATED; 5=DIVORCED; 6=SINGLE; 96=NOT APPLICABLE; 97=DON'T KNOW; 98=REFUSAL; 99=NOT STATED
CCHS_DHC_SEX,1=MALE; 2=FEMALE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DHHD_DRI,1=UNDER 1 YEAR; 10=M - 31 TO 50 YRS; 2=1 TO 3 YEARS; 3=4 TO 8 YEARS; 4=M - 9 TO 13 YRS; 5=F - 9 TO 13 YRS; 6=M - 14 TO 18 YRS; 7=F - 14 TO 18 YRS; 8=M - 19 TO 30 YRS; 9=F - 19 TO 30 YRS
CCHS_DHHG,0=NONE; 1=1 OR MORE; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DHHGAGE,1=12 TO 14 YEARS; 10=55 TO 59 YEARS; 2=15 TO 19 YEARS; 3=20 TO 24 YEARS; 4=25 TO 29 YEARS; 5=30 TO 34 YEARS; 6=35 TO 39 YEARS; 7=40 TO 44 YEARS; 8=45 TO 49 YEARS; 9=50 TO 54 YEARS
CCHS_DHHGBED,0=NO BEDROOMS; 1=1 BEDROOM; 2=2 BEDROOMS; 3=3 BEDROOMS; 4=4 BEDROOMS OR +; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DHHGMS,1=MARRIED; 2=COMMON-LAW; 3=WIDOW/SEP/DIV; 4=SINGLE/NEVER MAR; 6=NOT APPLICABLE; 7=DON'T KNOW; 8=REFUSAL; 9=NOT STATED
CCHS_DHH_DWE,1=SINGLE DETACHED; 10=OTHER; 2=DOUBLE; 3=ROW OR TERRACE; 4=DUPLEX; 5=LOW-RISE; 6=HIGH-RISE; 7=INSTITUTION; 8=HOTEL / CAMP; 9=MOBILE HOME
