"variable_name","length","position","label","question_text","universe","note","n_categories"
"INC_005L","1.0","905","Source household income - child support","Thinking about the total income for all household members, from which of the following sources did your household receive any income in the year ending December 31, [current year - 1]? - Child support","All respondents","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","3"
"INC_005M","1.0","906","Source household income - alimony","Thinking about the total income for all household members, from which of the following sources did your household receive any income in the year ending December 31, [current year - 1]? - Alimony","All respondents","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","3"
"INC_005N","1.0","907","Source household income - other","Thinking about the total income for all household members, from which of the following sources did your household receive any income in the year ending December 31, [current year - 1]? - Other (e.g., rental income, scholarships)","All respondents","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","3"
"INC_005O","1.0","908","Source household income - none","Thinking about the total income for all household members, from which of the following sources did your household receive any income in the year ending December 31, [current year - 1]? - None","All respondents","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","3"
"INC_010","1.0","909","Source household income - supplement for people with disabilities","Does this amount include a supplement for people with disabilities?","Respondents with INC_005F = 1 or INC_005J = 1","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_015","2.0","910","Household income - main source","What was the main source of household income?","All respondents","Starting in 2022, this information was not collected from respondents. See documentation on income variables and sources for more info.","16"
"INC_021","8.0","912","Total household income before taxes - best estimate","Now a question about your total household income. What is your best estimate of your total household income received by all household members, from all sources, before taxes and deductions, during the year ending December 31, [current year - 1]? Income can come from various sources such as from work, investments, pensions or government. Examples include Employment Insurance, Social Assistance, Child Tax Benefit and other income such as child support, spousal support (alimony) and rental income.","All respondents","","1"
"INC_025A","1.0","920","Source personal income - wages and salaries","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Wages and salaries","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025B","1.0","921","Source personal income - self-employment","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Income from self-employment","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025C","1.0","922","Source personal income - dividends and interest","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Dividends and interest (e.g., on bonds, savings)","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025D","1.0","923","Source personal income - employment insurance","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Employment insurance","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025E","1.0","924","Source personal income - workers’ compensation","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [currentyear - 1]? - Workers’ compensation","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025F","1.0","925","Source personal income - Canada / Quebec Pension Plan","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Benefits from Canada or Quebec Pension Plan","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025G","1.0","926","Source personal income - job-related retirement pensions","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Job-related retirement pensions, superannuation and annuities","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025H","1.0","927","Source personal income - RRSP / RRIF","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - RRSP/RRIF (Registered Retirement Savings Plan/Registered Retirement Income Fund)","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025I","1.0","928","Source personal income - Old Age Security / GIS","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Old Age Security and Guaranteed Income Supplement","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025J","1.0","929","Source personal income - social assistance / welfare","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Provincial or municipal social assistance or welfare","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025K","1.0","930","Source personal income - Child Tax Benefit","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Child Tax Benefit or family allowances","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025L","1.0","931","Source personal income - child support","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Child support","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025M","1.0","932","Source personal income - alimony","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Alimony","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025N","1.0","933","Source personal income - other","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - Other (e.g., rental income, scholarships)","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_025O","1.0","934","Source personal income - none","Thinking about your total personal income, from which of the following sources did you receive any income in the year ending December 31, [current year - 1]? - None","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_030","1.0","935","Source personal income - supplement for people with disabilities","Does this amount include a supplement for people with disabilities?","Respondents with INC_025F = 1 or INC_025J = 1","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","4"
"INC_035","2.0","936","Personal income - main source","What was the main source of your personal income?","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","17"
"INC_041","8.0","938","Total personal income before taxes - best estimate","Now a question about your total personal income. What is your best estimate of your total personal income, before taxes and deductions, from all sources during the year ending December 31, [current year - 1]? Income can come from various sources such as from work, investments, pensions or government. Examples include Employment Insurance, Social Assistance, Child Tax Benefit and other income such as child support, spousal support (alimony) and rental income.","Respondents aged 18 and over who live in a household of more than one person","Starting in 2017, this information was not collected from respondents. See documentation on income variables and sources for more info.","2"
"INCFIMPH","2.0","946","Household income source flag - (F)","","All respondents","Imputed income information is derived from either an income model or tax records where linkage was possible and agreed to by the respondent.","2"
"INCDVHH","2.0","948","Total household income - all sources - (D)","","All respondents","","15"
"INCDVPER","2.0","950","Personal income - all sources - (D)","","See documentation on derived variables.","","16"
"INCDVADR","11.9","952","Adjusted household income ratio - national level - (D)","","See documentation on derived variables.","","0"
"INCDVRCA","2.0","963","Distribution of household income ratio - national level - (D)","","See documentation on derived variables.","","10"
"INCDVRPR","2.0","965","Distribution of household income - provincial level - (D)","","See documentation on derived variables.","","10"
"INCDVRRS","2.0","967","Distribution of household income - health region level - (D)","","See documentation on derived variables.","","10"
"WTS_M","8.2","969","Weights - Master","","All respondents","","0"
"WTS_S","8.2","977","Weights - Share","","Respondents with SAMDVSHR = 1 or 3","","0"
